Algo	Type	runs	id	iterations	Found	time
AVM	Break 	59	4	48	 true 	116.214
AVM	Break 	60	4	46	 true 	115.191
AVM	Break 	61	4	33	 true 	118.412
AVM	Break 	62	4	52	 true 	116.447
AVM	Break 	63	4	52	 true 	117.646
AVM	Break 	64	4	57	 true 	117.169
AVM	Break 	65	4	49	 true 	118.540
AVM	Break 	66	4	43	 true 	116.162
AVM	Break 	67	4	60	 true 	118.445
AVM	Break 	68	4	47	 true 	117.246
AVM	Break 	69	4	45	 true 	114.704
AVM	Break 	70	4	54	 true 	118.755
AVM	Break 	71	4	49	 true 	116.662
AVM	Break 	72	4	50	 true 	116.339
AVM	Break 	73	4	36	 true 	118.472
AVM	Break 	74	4	48	 true 	116.741
AVM	Break 	75	4	49	 true 	114.710
AVM	Break 	76	4	34	 true 	115.789
AVM	Break 	77	4	57	 true 	117.038
AVM	Break 	78	4	39	 true 	118.079
AVM	Break 	79	4	36	 true 	118.126
AVM	Break 	80	4	41	 true 	116.998
AVM	Break 	81	4	40	 true 	114.909
AVM	Break 	82	4	48	 true 	118.694
AVM	Break 	83	4	46	 true 	116.655
AVM	Break 	84	4	43	 true 	115.444
AVM	Break 	85	4	32	 true 	115.561
AVM	Break 	86	4	50	 true 	116.426
AVM	Break 	87	4	39	 true 	115.155
AVM	Break 	88	4	44	 true 	115.017
AVM	Break 	89	4	57	 true 	118.052
AVM	Break 	90	4	43	 true 	114.318
AVM	Break 	91	4	33	 true 	118.993
AVM	Break 	92	4	57	 true 	114.686
AVM	Break 	93	4	43	 true 	115.950
AVM	Break 	94	4	40	 true 	117.617
AVM	Break 	95	4	52	 true 	116.087
AVM	Break 	96	4	36	 true 	116.635
AVM	Break 	97	4	38	 true 	118.144
AVM	Break 	98	4	33	 true 	115.377
AVM	Break 	99	4	56	 true 	114.408
AVM	Break 	0	5	56	 true 	114.054
AVM	Break 	1	5	41	 true 	113.429
AVM	Break 	2	5	43	 true 	115.911
AVM	Break 	3	5	58	 true 	114.646
AVM	Break 	4	5	56	 true 	117.096
AVM	Break 	5	5	44	 true 	115.796
AVM	Break 	6	5	34	 true 	114.200
AVM	Break 	7	5	54	 true 	115.482
AVM	Break 	8	5	47	 true 	114.775
AVM	Break 	9	5	33	 true 	113.545
AVM	Break 	10	5	54	 true 	113.518
AVM	Break 	11	5	35	 true 	116.614
AVM	Break 	12	5	58	 true 	117.071
AVM	Break 	13	5	54	 true 	116.387
AVM	Break 	14	5	52	 true 	114.052
AVM	Break 	15	5	38	 true 	113.856
AVM	Break 	16	5	35	 true 	116.036
AVM	Break 	17	5	34	 true 	115.052
AVM	Break 	18	5	33	 true 	116.795
AVM	Break 	19	5	44	 true 	115.480
AVM	Break 	20	5	33	 true 	116.901
AVM	Break 	21	5	58	 true 	113.227
AVM	Break 	22	5	59	 true 	112.373
AVM	Break 	23	5	45	 true 	114.720
AVM	Break 	24	5	48	 true 	112.581
AVM	Break 	25	5	50	 true 	112.888
AVM	Break 	26	5	36	 true 	115.838
AVM	Break 	27	5	39	 true 	114.199
AVM	Break 	28	5	35	 true 	115.071
AVM	Break 	29	5	37	 true 	113.678
AVM	Break 	30	5	41	 true 	112.225
AVM	Break 	31	5	47	 true 	116.189
AVM	Break 	32	5	39	 true 	112.614
AVM	Break 	33	5	47	 true 	112.364
AVM	Break 	34	5	53	 true 	113.063
AVM	Break 	35	5	55	 true 	113.916
AVM	Break 	36	5	42	 true 	113.998
AVM	Break 	37	5	39	 true 	115.499
AVM	Break 	38	5	39	 true 	112.330
AVM	Break 	39	5	35	 true 	114.791
AVM	Break 	40	5	48	 true 	115.797
AVM	Break 	41	5	55	 true 	116.854
AVM	Break 	42	5	44	 true 	113.045
AVM	Break 	43	5	42	 true 	112.611
AVM	Break 	44	5	50	 true 	113.357
AVM	Break 	45	5	42	 true 	113.681
AVM	Break 	46	5	33	 true 	116.194
AVM	Break 	47	5	44	 true 	116.118
AVM	Break 	48	5	37	 true 	116.410
AVM	Break 	49	5	52	 true 	115.577
AVM	Break 	50	5	36	 true 	115.625
AVM	Break 	51	5	60	 true 	114.054
AVM	Break 	52	5	32	 true 	114.189
AVM	Break 	53	5	40	 true 	115.896
AVM	Break 	54	5	42	 true 	114.270
AVM	Break 	55	5	47	 true 	114.378
AVM	Break 	56	5	60	 true 	112.882
AVM	Break 	57	5	33	 true 	115.064
AVM	Break 	58	5	47	 true 	116.715
AVM	Break 	59	5	32	 true 	114.691
AVM	Break 	60	5	53	 true 	115.282
AVM	Break 	61	5	54	 true 	114.617
AVM	Break 	62	5	49	 true 	112.597
AVM	Break 	63	5	52	 true 	113.350
AVM	Break 	64	5	33	 true 	114.780
AVM	Break 	65	5	55	 true 	114.076
AVM	Break 	66	5	44	 true 	112.673
AVM	Break 	67	5	44	 true 	113.113
AVM	Break 	68	5	33	 true 	112.512
AVM	Break 	69	5	55	 true 	115.980
AVM	Break 	70	5	50	 true 	112.403
AVM	Break 	71	5	39	 true 	116.538
AVM	Break 	72	5	40	 true 	117.031
AVM	Break 	73	5	38	 true 	116.904
AVM	Break 	74	5	47	 true 	116.404
AVM	Break 	75	5	34	 true 	116.209
AVM	Break 	76	5	46	 true 	112.333
AVM	Break 	77	5	55	 true 	112.845
AVM	Break 	78	5	38	 true 	114.511
AVM	Break 	79	5	51	 true 	115.826
AVM	Break 	80	5	42	 true 	115.990
AVM	Break 	81	5	46	 true 	112.955
AVM	Break 	82	5	43	 true 	114.656
AVM	Break 	83	5	46	 true 	116.588
AVM	Break 	84	5	56	 true 	116.920
AVM	Break 	85	5	49	 true 	114.883
AVM	Break 	86	5	41	 true 	115.356
AVM	Break 	87	5	43	 true 	115.293
AVM	Break 	88	5	40	 true 	112.362
AVM	Break 	89	5	45	 true 	112.369
AVM	Break 	90	5	42	 true 	112.390
AVM	Break 	91	5	34	 true 	112.689
AVM	Break 	92	5	44	 true 	113.613
AVM	Break 	93	5	40	 true 	112.719
AVM	Break 	94	5	32	 true 	114.890
AVM	Break 	95	5	52	 true 	114.706
AVM	Break 	96	5	55	 true 	113.696
AVM	Break 	97	5	57	 true 	116.898
AVM	Break 	98	5	52	 true 	113.906
